4176679	2930948
5785633	3433377
9045273	9497583
3126753	9766704
485057	3200213
2690274	9521282
2026513	5295430
2347255	7536490
7597601	8097565
3620799	574825
1568328	5456355
2632411	2570429
5884558	4018937
1388673	7331743
5030493	8407167
2799831	6792407
1237676	6724166
4945860	9176553
1788716	8322035
1168866	9935353
9598273	1545837
5808710	9708260
8755803	841068
748105	6564906
8112553	7992106
3191303	9672766
1720047	113863
8482943	8226468
4593404	238661
8701737	8879933
2048952	2545097
4596435	4681943
8638014	536281
8012346	7082303
6376396	7479756
4190111	2370499
6536697	4214748
1310686	5568923
7891765	4315889
5605528	9933526
3891868	6466712
4690236	6922553
6845380	5352068
1985453	1529122
2124520	9777122
3870939	7028833
4087371	7308064
8681190	1966417
2198342	1968593
5601372	8149967
9204941	9902264
7079476	5524690
1685499	1200322
6330417	2448234
7416224	6967193
7964645	7481450
2359598	5540557
7099401	9635359
7914960	5505495
7937326	5847844
2199065	6421255
298035	3975157
9939300	8932306
3674712	1863443
8569035	4200147
2334360	4634661
6836168	7690760
7057083	941138
4656423	6172516
3895804	1178141
1985153	1346991
1920477	4742942
3776022	7982743
81925	4421125
685745	7022163
2562118	4580835
6495920	4909172
9936954	8576694
3840857	8363980
4183527	9849253
2908645	225602
2778143	8744268
7475184	5497937
6616152	5474578
4063388	2184313
8365586	2582161
299571	5670787
6636208	896
5013959	1596576
1930770	4072402
5275279	9101130
8505586	7994002
8726878	3734106
2674686	7984510
4798496	736448
1625828	9973932
406205	3053383
1409326	8938442
8654133	3210728
3289589	7622317
9234725	3353971
2461925	6538468
1632825	94283
1162437	9102745
3053271	3457835
9692066	6054750
3846317	338126
7161360	6292957
5778976	6558637
5305055	1652622
3168679	7827701
3304628	7200082
313111	235377
9190006	5864069
8325069	8787095
3705455	4620976
8981765	2886642
7493950	2509377
8076704	4047460
2944783	685382
1731559	8978445
6726933	7495590
3077161	1086869
593863	3593314
3031345	4531136
4825952	7988950
2618410	3869801
1058868	580039
2655516	2953759
6351702	2185536
2544771	3163396
2423039	5090420
5227673	3335710
7380310	3373633
6958036	2856006
8624651	7816464
6178793	5701258
6831907	6593376
9383886	7020078
6266914	1972309
5494804	3063364
6189100	3123519
6570009	9523961
7313961	9912267
7767167	980039
5906114	5551944
663065	1059917
8626075	1494538
757434	4148372
5748882	1674897
2853593	7723241
5685884	4594170
2291156	1349587
4276903	1739145
1947645	4867669
7683124	9751890
3219912	4818691
4108255	4639046
778842	9820729
4369202	6232155
6648254	1110084
9155337	1448327
8712773	3565633
8900847	3700613
9910095	8360315
7075480	8726027
9098370	3371849
2449224	9251586
4300072	4792148
3394092	1063997
4652296	9169087
5624030	8027696
9979610	5104404
7070845	5548995
5323730	5122085
9095083	5992510
9089506	5332591
1628614	5176608
5334954	3810544
3975165	7001856
132975	6234012
7479090	5036098
638775	2128022
3747349	4651123
3914721	2402096
3282016	2376373
8318627	8574688
1429824	2818682
3690595	4326286
3718037	4360174
7262655	3537463
9012204	6799010
130083	8602018
4646839	1171721
8906584	5727245
5158843	2739341
1925781	7380590
4765112	8384508
4708960	9601704
2444305	1358896
6605674	698099
3366452	4361046
5293620	8562900
7821484	5509110
7433320	3803355
2161345	7692742
2596872	5554075
5113072	1824152
8073536	499138
8789127	2996354
4719512	9338180
2607905	8615303
5464923	7661756
7955802	1264205
7093293	2548174
8211601	2567568
8189095	3984639
4351915	1358059
3525007	7053605
9926205	8688555
1158130	8964330
7093831	8593730
2619390	2319128
4590491	6357988
7465272	2364630
9889160	8735119
1493241	6409493
5245455	3537481
3619877	8756139
5940003	7903108
5187326	8402492
9323650	7538347
6169701	528140
6529594	5051385
3635737	2494695
329480	7874959
4572888	8275827
5554423	580898
5016036	9248236
8758947	5928339
9548388	229295
4201982	8480713
8729830	2523122
6171542	8692333
9223455	9893693
5263306	6485743
637680	3753145
7994731	9454176
1820757	9548114
1115657	3868832
6823656	1137126
8514585	8970914
874187	8866592
8776235	9717477
9105147	9190879
153726	9903720
9358157	6996560
1879083	8402709
2870812	7662691
9957420	7551870
9349637	3096147
2214056	6851310
4232806	8651481
1657020	8749720
2273392	9255587
6200382	5653748
2135784	1320607
2766039	2362318
3732806	5030020
1066784	9593650
6106479	8453827
9445715	5474937
6283818	7455999
5601816	1655085
7497456	1984458
8114851	3463877
9968741	1681944
1166478	4266291
4999543	6935559
4761633	7005654
7162511	5210716
3938491	6804943
6807438	493077
4757857	8734970
9791673	8951222
2978213	7491316
8768327	6742035
6087719	4390659
4626874	347156
8753224	6777514
5157924	2673343
4507509	143462
587143	5416466
4547972	5552727
9741226	8385196
6007275	1516423
650294	5851455
7373624	7293231
7261830	3058909
7388680	9854105
5641961	3819189
8516125	1662069
4308098	9583323
1552421	7733711
5412524	7008241
9204175	4836034
1734413	6681171
4486688	9860580
1277735	5829002
5737773	8462742
4081135	7407503
4104017	9979623
740516	1327106
4186920	1779511
2301120	6187971
9459660	5624573
7532167	4451602
6719912	9990592
4870984	6491793
7321784	8184709
8826892	4978944
8748780	5717490
264846	8176808
7130655	6448507
6199946	6138818
8486540	1257709
1725493	7056593
8841083	9168234
5189990	5520461
1279012	9251872
8671296	5062887
8952189	1013145
7800140	1723994
222715	5705575
2932791	7919961
7019408	4270393
9593902	4755592
5338468	6812851
2253637	9489712
979676	898402
777634	8525256
8158440	4322414
2454412	2379673
1915103	9426340
906523	8315896
2270095	4303445
3340043	2985369
6597257	8311087
363209	1977502
3311605	2281402
5447998	8430386
9205392	1562529
5051168	8322478
988719	7717757
7410023	4993577
3089824	1462400
6370574	9428843
8684093	6738017
280499	2486447
1130323	8963097
9895281	3013428
3630682	8217063
4500372	5556314
8380704	8543119
2218885	8421379
6428494	2273908
2377927	777569
412106	5459188
3232907	7066842
3491251	7790633
326627	1171325
2147324	6126644
729389	1360887
1567515	4786925
4629437	9779237
7674734	9625868
6088612	5841102
1019637	6832680
252497	9492321
9851206	2308490
6035588	3179667
6710341	8931829
2855248	4656502
2313743	9405979
3353499	3382138
3413	5352101
9681576	7768006
4601568	7088762
467688	3134392
279485	3744828
800109	7912336
8080507	8192065
7964448	3995352
7491525	2180409
7287678	9167955
3355097	295876
8912589	7292796
753313	9200087
1052527	2427092
3987781	8874791
1505854	8261420
7531556	6138267
4507152	2481120
4229952	137800
6114024	9061283
7489730	9873284
523779	4919093
3354839	1617136
4520366	1050410
1931347	5135399
2158738	3410976
4972193	2865417
8396068	1998770
9806016	7254275
8370724	7255916
2337535	7521604
1749333	2549254
4639516	4459050
2396375	2038366
7510882	6510383
851300	1926551
1082503	8019385
7935109	3040527
9627300	1061323
9943603	4774620
8198281	5375968
3411919	5249878
5059738	477641
6885030	2849576
4007613	2924342
3473769	9948103
9410588	3315003
4900423	1733880
1227205	3033048
3266270	6318115
9890225	443250
4940187	4456938
320527	7898992
489565	5146198
7117712	2453584
6554890	4155028
1868998	6085817
7698199	4786723
728824	3113755
2764601	7375565
8258632	8251289
2250795	9528461
2873930	3004311
8362547	8845832
4449342	7777852
12719	4460946
6082267	3598659
9011454	2652888
4777467	9690359
6921770	1942780
2575391	5662317
9841853	8714301
7129935	5629912
4239562	1519567
2631766	5928245
1726935	5051271
8602757	5287992
3572253	8039
6798455	5341612
6322506	1556978
5802514	463730
1665061	6987504
3628785	5170995
2738824	1975219
9860684	6561671
9780401	8781871
8014600	9137117
2822170	5968640
2984837	7922855
6752218	5469776
272162	9728145
8395905	100956
1761752	4089391
3638591	6894636
8381598	4309337
7190112	8582104
7227054	2499729
3193153	8393831
3565285	6549545
4923123	1896161
4858425	1076478
6029769	4919543
9516564	2976850
1745342	3006714
2778075	3478081
5472750	493631
7962895	6750849
8872620	5721489
924789	9038689
7956930	1562686
9408140	7673671
8165174	7661360
1265262	4508053
4226640	5025829
4536316	440835
553547	6746505
496796	8823995
8239898	3033505
3791226	7856997
8507844	6679567
7722164	3931614
3548689	7267311
2152131	4032370
874021	4452729
6794427	4619939
4930840	3016973
3759645	2493877
8107496	3179432
8538510	8730225
6137878	656811
1601055	7718672
9880455	4795396
8891937	6406412
346254	6772837
1965175	1476626
3432295	7331828
2649730	3078525
7593528	1018315
1584744	5340003
9883573	2444632
6690122	8195651
4925218	4763113
4917042	6849121
7866309	5628996
7886037	1328004
4689043	8614556
3929900	8601632
7740002	8564741
2075766	6414676
3282620	5315274
8084060	7436141
7327953	6809964
5534857	5240212
1509252	2670474
6316950	324148
